
-1.00, -0.77, 0
-0.03, 0.23, 0
1.55, -1.00, 0
0.98, -0.21, 0
-0.05, 0.67, 0
-1.12, 0.38, 0
0.17, 0.49, 0
0.29, 2.46, 0
-0.64, -0.53, 0
-0.62, -0.56, 0
-0.64, 1.19, 0
1.42, -0.57, 0
-0.83, 0.47, 0
-0.55, 0.63, 0
0.20, -1.52, 0
1.55, 1.80, 0
-0.61, -0.39, 0
0.29, 0.33, 0
0.66, 2.01, 0
-0.18, -0.80, 0
-1.38, -0.73, 0
-0.03, 1.79, 0
-0.52, 0.22, 0
-0.02, 1.19, 0
2.53, -0.53, 0
-0.49, 1.04, 0
0.68, 1.85, 0
0.58, -0.36, 0
0.59, 1.11, 0
0.82, 0.51, 0
1.07, 1.17, 0
1.38, 0.65, 0
-0.17, 0.15, 0
1.21, -0.82, 0
0.37, -0.39, 0
0.03, 1.28, 0
0.19, 0.05, 0
-1.36, 0.75, 0
0.65, 2.16, 0
-0.31, 0.22, 0
0.25, 1.58, 0
-0.10, 0.28, 0
0.61, 0.19, 0
-0.45, 0.19, 0
1.07, -1.03, 0
0.13, -0.70, 0
1.20, -1.52, 0
-0.56, 0.38, 0
1.57, -0.07, 0
-0.56, 1.88, 0
-1.45, -2.20, 0
0.44, -0.50, 0
-1.02, 0.71, 0
0.24, -0.56, 0
-1.28, 0.87, 0
0.65, -0.10, 0
1.85, -1.07, 0
-1.53, -0.69, 0
-0.05, 0.24, 0
-0.24, 0.35, 0
-1.25, 1.44, 0
-0.08, 1.12, 0
0.34, 0.46, 0
0.57, 0.45, 0
0.64, 1.33, 0
0.20, 0.71, 0
-0.09, 1.44, 0
-0.68, 1.80, 0
-0.04, -1.43, 0
0.13, -0.68, 0
0.84, -0.65, 0
-0.45, -1.89, 0
-0.45, -2.42, 0
-1.58, 0.76, 0
9.39, 9.72, 1
9.56, 8.08, 1
8.96, 8.21, 1
8.48, 9.97, 1
8.28, 9.00, 1
9.24, 9.40, 1
9.12, 8.02, 1
8.65, 9.04, 1
8.18, 8.70, 1
8.07, 8.16, 1
